HGNC ID	Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
HGNC:44429	CDC42P5		
HGNC:44430	CDC42P6		
HGNC:17719	CDC42SE1	"SCIP1, SPEC1"	Q9NRR8
HGNC:18547	CDC42SE2	"FLJ21967, SPEC2"	Q9NRR3
HGNC:1739	CDC45		O75419
HGNC:1740	CDC45L2~withdrawn		
HGNC:1741	CDC46~withdrawn		
HGNC:16783	CDC73	"parafibromin, FIHP"	Q6P1J9
HGNC:16827	CDC123	D123	O75794
HGNC:14623	CDCA2	"Repo-Man, PPP1R81"	Q69YH5
HGNC:14624	CDCA3	"TOME-1, GRCC8"	Q99618
HGNC:14625	CDCA4	"FLJ20764, Hepp"	Q9BXL8
HGNC:49770	CDCA4P1		
HGNC:49771	CDCA4P2		
HGNC:49772	CDCA4P3		
HGNC:49773	CDCA4P4		
HGNC:14626	CDCA5		Q96FF9
HGNC:14627	CDCA6~withdrawn		
HGNC:14628	CDCA7	"FLJ14736, JPO1"	Q9BWT1
HGNC:30777	CDCA7L	"RAM2, R1, JPO2"	Q96GN5
HGNC:14629	CDCA8	"FLJ12042, MESRGP, BOR, DasraB"	Q53HL2
HGNC:1746	CDCL1~withdrawn		
HGNC:24357	CDCP1	"CD318, SIMA135"	Q9H5V8
HGNC:27297	CDCP2		Q5VXM1
HGNC:1747	CDG1~withdrawn		
HGNC:1748	CDH1	"uvomorulin, CD324"	P12830
HGNC:1759	CDH2	"CDHN, CD325"	P19022
HGNC:1762	CDH3	"CDHP, PCAD"	P22223
HGNC:1763	CDH4		P55283
HGNC:1764	CDH5	"7B4, CD144"	P33151
HGNC:1765	CDH6		P55285
HGNC:1766	CDH7		Q9ULB5
HGNC:1767	CDH8		P55286
HGNC:1768	CDH9		Q9ULB4
HGNC:1749	CDH10		Q9Y6N8
HGNC:1750	CDH11	"OB, CAD11"	P55287
HGNC:1751	CDH12	"Br-cadherin, CDHB"	P55289
HGNC:37698	CDH12P1		
HGNC:1752	CDH12P2	C41-CAD	
HGNC:37699	CDH12P3		
HGNC:37700	CDH12P4		
HGNC:1753	CDH13	CDHH	P55290
HGNC:1754	CDH15		P55291
HGNC:1755	CDH16		O75309
HGNC:1756	CDH17	"HPT-1, cadherin"	Q12864
HGNC:1757	CDH18	"CDH14, EY-CADHERIN"	Q13634
HGNC:53088	CDH18-AS1		
HGNC:1758	CDH19	CDH7	Q9H159
HGNC:1760	CDH20	"CDH7L3, Cdh7"	Q9HBT6
HGNC:1761	CDH21~withdrawn		
HGNC:13251	CDH22	dJ998H6.1	Q9UJ99
HGNC:13733	CDH23	CDHR23	Q9H251
HGNC:31433	CDH23-AS1	bA327E2.3	
HGNC:14265	CDH24	CDH11L	Q86UP0
HGNC:14266	CDH25~withdrawn		
HGNC:15902	CDH26	VR20	Q8IXH8
HGNC:14550	CDHR1	"KIAA1775, CORD15, RP65"	Q96JP9
HGNC:18231	CDHR2	"PC-LKC, FLJ20124, FLJ20383, PCLKC"	Q9BYE9
HGNC:26308	CDHR3	"FLJ44366, FLJ23834, CDH28"	Q6ZTQ4
HGNC:34527	CDHR4	VLLR9392	A6H8M9
HGNC:7521	CDHR5	"FLJ20219, MU-PCDH"	Q9HBB8
HGNC:13234	CDIP1	"CDIP, LITAFL"	Q9H305
HGNC:1769	CDIPT	"PIS1, PIS"	O14735
HGNC:48609	CDIPT-AS1		P0DO92
HGNC:1722	CDK1	CDC28A	P06493
HGNC:1771	CDK2		P24941
HGNC:14002	CDK2AP1	"DORC1, doc-1, DOC1, ST19, p12DOC-1"	O14519
HGNC:30833	CDK2AP2	"DOC-1R, p14"	O75956
HGNC:38492	CDK2AP2P1		
HGNC:38493	CDK2AP2P2		
HGNC:38494	CDK2AP2P3		
HGNC:1772	CDK3		Q00526
HGNC:1773	CDK4	PSK-J3	P11802
HGNC:19040	CDK4P1		
HGNC:1774	CDK5	PSSALRE	Q00535
HGNC:21261	CDK5P1		
HGNC:1775	CDK5R1	"p35nck5a, Nck5a, p35"	Q15078
HGNC:1776	CDK5R2	"p39nck5ai, P39, NCK5AI"	Q13319
HGNC:15880	CDK5RAP1	"CGI-05, HSPC167, C42"	Q96SZ6
HGNC:18672	CDK5RAP2	"C48, FLJ10867, CEP215"	Q96SN8
HGNC:18673	CDK5RAP3	"MST016, FLJ13660, C53, IC53, HSF-27, OK/SW-cl.114, LZAP"	Q96JB5
HGNC:1777	CDK6	PLSTIRE	Q00534
HGNC:1778	CDK7	"CAK1, CDKN7, MO15, STK1, CAK"	P50613
HGNC:18614	CDK7P1		
HGNC:1779	CDK8	K35	P49336
HGNC:18995	CDK8P1		
HGNC:52296	CDK8P2		
HGNC:1780	CDK9	"PITALRE, C-2k, TAK"	P50750
HGNC:1770	CDK10	PISSLRE	Q15131
HGNC:1730	CDK11A	"PITSLRE, CDK11-p110, CDK11-p58, CDK11-p46, p58GTA"	Q9UQ88
HGNC:1729	CDK11B	"CDK11-p110, CDK11-p58, CDK11-p46"	P21127
HGNC:24224	CDK12	"CRK7, CRKR, KIAA0904"	Q9NYV4
HGNC:1733	CDK13	"CHED, CDC2L, KIAA1791"	Q14004
HGNC:8883	CDK14	PFTAIRE1	O94921
HGNC:14434	CDK15	PFTAIRE2	Q96Q40
HGNC:8749	CDK16	"PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665"	Q00536
HGNC:8750	CDK17	PCTAIRE2	Q00537
HGNC:8751	CDK18	PCTAIRE3	Q07002
HGNC:19338	CDK19	"KIAA1028, bA346C16.3"	Q9BWU1
HGNC:21420	CDK20	p42	Q8IZL9
HGNC:21050	CDKAL1	FLJ20342	Q5VV42
HGNC:1781	CDKL1	KKIALRE	Q00532
HGNC:1782	CDKL2	"P56, KKIAMRE"	Q92772
HGNC:15483	CDKL3	NKIAMRE	Q8IVW4
HGNC:19287	CDKL4		Q5MAI5
HGNC:11411	CDKL5	"EIEE2, CFAP247"	O76039
HGNC:1783	CDKN1~withdrawn		
HGNC:1784	CDKN1A	"P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1"	P38936
HGNC:42399	CDKN1A-AS1	p21NAT	
HGNC:1785	CDKN1B	"KIP1, P27KIP1"	P46527
HGNC:1786	CDKN1C	"P57, KIP2"	P49918
HGNC:1787	CDKN2A	"CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF"	"P42771, Q8N726"
HGNC:23831	CDKN2A-AS1	bA149I2.3	Q9UH64
HGNC:24325	CDKN2AIP	"FLJ20036, CARF"	Q9NXV6
HGNC:30545	CDKN2AIPNL	MGC13017	Q96HQ2
HGNC:39854	CDKN2AIPNLP1		
HGNC:39855	CDKN2AIPNLP2		
HGNC:39853	CDKN2AIPNLP3		
HGNC:1788	CDKN2B	"P15, MTS2, INK4B, TP15, CDK4I, p15INK4b"	P42772
HGNC:34341	CDKN2B-AS1	"ANRIL, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS, PCAT12"	
HGNC:1789	CDKN2C	"INK4C, p18"	P42773
HGNC:1790	CDKN2D	"INK4D, p19"	P55273
HGNC:1791	CDKN3	"KAP, CDI1"	Q16667
HGNC:1792	CDL1		
HGNC:1793	CDL2		
HGNC:1794	CDN1~withdrawn		
HGNC:24913	CDNF		Q49AH0
HGNC:1795	CDO1		Q16878
HGNC:17104	CDON	"ORCAM, CDO, CDON1"	Q4KMG0
HGNC:15704	CDPD1~withdrawn		
HGNC:33710	CDPF1	LOC150383	Q6NVV7
HGNC:1796	CDPX1~withdrawn		
HGNC:1797	CDPX2~withdrawn		
HGNC:1798	CDR1	"CDR62A, CDR34"	P51861
HGNC:48926	CDR1-AS	"CDR1NAT, ciRS-7, CDR1as"	
HGNC:1799	CDR2	"CDR62, Yo"	Q01850
HGNC:29999	CDR2L	HUMPPA	Q86X02
HGNC:14379	CDRT1	"HREP, SM25H2, FBXW10B"	O95170
HGNC:14381	CDRT2		
HGNC:14382	CDRT3		
HGNC:14383	CDRT4	FLJ36674	Q8N9R6
HGNC:14384	CDRT5		
HGNC:14386	CDRT7	"NCRNA00025, LINC00025"	
HGNC:14387	CDRT8		
HGNC:14390	CDRT10		
HGNC:14391	CDRT11		
HGNC:14392	CDRT12		
HGNC:14393	CDRT13		
HGNC:14395	CDRT15		Q96T59
HGNC:34075	CDRT15L2		A8MXV6
HGNC:33168	CDRT15P1		
HGNC:34074	CDRT15P2		
HGNC:1800	CDS1		Q92903
HGNC:1801	CDS2		O95674
HGNC:1802	CDSN	D6S586E	Q15517
HGNC:1803	CDSP~withdrawn		
HGNC:24576	CDT1	"DUP, RIS2"	Q9H211
HGNC:26928	CDV3	H41	Q9UKY7
HGNC:42387	CDV3P1		
HGNC:1805	CDX1		P47902
HGNC:1806	CDX2		Q99626
HGNC:1807	CDX3~withdrawn		
HGNC:1808	CDX4		O14627
HGNC:1809	CDY1	CDY1A	Q9Y6F8
HGNC:23920	CDY1B		Q9Y6F8
HGNC:1810	CDY2A		Q9Y6F7
HGNC:23921	CDY2B	CDY	Q9Y6F7
HGNC:23849	CDY3P		
HGNC:23872	CDY4P		
HGNC:23850	CDY5P		
HGNC:23853	CDY6P		
HGNC:23854	CDY7P		
HGNC:23855	CDY8P		
HGNC:23851	CDY9P		
HGNC:23848	CDY10P		
HGNC:23852	CDY11P		
HGNC:23856	CDY12P		
HGNC:23857	CDY13P		
HGNC:23858	CDY14P		
HGNC:23859	CDY15P		
HGNC:23860	CDY16P		
HGNC:23861	CDY17P		
HGNC:23862	CDY18P		
HGNC:23863	CDY19P		
HGNC:23864	CDY20P		
HGNC:23865	CDY21P		
HGNC:23866	CDY22P		
HGNC:23867	CDY23P		
HGNC:38080	CDY24P~withdrawn		
HGNC:1811	CDYL	"DKFZP586C1622, CDYL1"	Q9Y232
HGNC:23030	CDYL2	FLJ38866	Q8N8U2
HGNC:52805	CDYLP1		
HGNC:1812	CDYP~withdrawn		
HGNC:1813	CEA~withdrawn		
HGNC:1814	CEACAM1	"BGP1, CD66a"	P13688
HGNC:1815	CEACAM3	CD66d	P40198
HGNC:1816	CEACAM4		O75871
HGNC:1817	CEACAM5	CD66e	P06731
HGNC:1818	CEACAM6	CD66c	P40199
HGNC:1819	CEACAM7	CEA	Q14002
HGNC:1820	CEACAM8	CD66b	P31997
HGNC:31948	CEACAM16	DFNA4B	Q2WEN9
HGNC:31949	CEACAM18		A8MTB9
HGNC:31951	CEACAM19	CEAL1	Q7Z692
HGNC:24879	CEACAM20	UNQ9366	Q6UY09
HGNC:28834	CEACAM21	"R29124_1, FLJ13540"	Q3KPI0
HGNC:38029	CEACAM22P		
HGNC:1821	CEACAMP1		
HGNC:1824	CEACAMP2		
HGNC:1825	CEACAMP3		
HGNC:1826	CEACAMP4		
HGNC:1827	CEACAMP5		
HGNC:1828	CEACAMP6		
HGNC:1829	CEACAMP7		
HGNC:1830	CEACAMP8		
HGNC:1831	CEACAMP9		
HGNC:1822	CEACAMP10		
HGNC:1823	CEACAMP11		
HGNC:1832	CEAL1~withdrawn		
HGNC:1833	CEBPA	C/EBP-alpha	P49715
HGNC:25710	CEBPA-AS1		
HGNC:1834	CEBPB	"LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta"	P17676
HGNC:51226	CEBPB-AS1		
HGNC:1835	CEBPD	"CRP3, CELF, C/EBP-delta, NF-IL6-beta"	P49716
HGNC:1836	CEBPE	CRP1	Q15744
HGNC:1837	CEBPG	"GPE1BP, IG/EBP-1"	P53567
HGNC:24218	CEBPZ	"CBF2, CTF2"	Q03701
HGNC:49288	CEBPZOS		A8MTT3
HGNC:1838	CECR		
HGNC:1840	CECR2	KIAA1740	Q9BXF3
HGNC:1841	CECR3		
HGNC:1844	CECR6		Q9BXQ6
HGNC:1845	CECR7	SAHL1	
HGNC:1847	CECR9		P0C854
HGNC:1848	CEL	"BSSL, MODY8"	P19835
HGNC:3308	CELA1		Q9UNI1
HGNC:24609	CELA2A	ELA2A	P08217
HGNC:29995	CELA2B	"RP11-265F14.2, ELA2B"	P08218
HGNC:15944	CELA3A	ELA3	P09093
HGNC:15945	CELA3B	CBPP	P08861
HGNC:2549	CELF1	"CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP"	Q92879
HGNC:2550	CELF2	"Etr-3, NAPOR-2, BRUNOL3"	O95319
HGNC:23515	CELF2-AS1	"FLJ40494, Em:AC026887.2"	Q8N7Q2
HGNC:44703	CELF2-AS2		
HGNC:11967	CELF3	"CAGH4, BRUNOL1, ERDA4, MGC57297"	Q5SZQ8
HGNC:14015	CELF4		Q9BZC1
HGNC:14058	CELF5		Q8N6W0
HGNC:14059	CELF6		Q96J87
HGNC:19378	CELIAC2	"CD, GSE"	
HGNC:19376	CELIAC3~withdrawn		
HGNC:19377	CELIAC4~withdrawn		
HGNC:1849	CELP		
HGNC:1850	CELSR1	"ME2, HFMI2, FMI2, CDHF9, ADGRC1"	Q9NYQ6
HGNC:3231	CELSR2	"KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2"	Q9HCU4
HGNC:3230	CELSR3	"MEGF2, HFMI1, FMI1, CDHF11, ADGRC3"	Q9NYQ7
HGNC:50302	CELSR3-AS1		
HGNC:29213	CEMIP	"IR2155535, TMEM2L, HYBID"	Q8WUJ3
HGNC:32553	CEMP1	CP-23	Q6PRD7
HGNC:24153	CEND1	"FLJ90066, BM88"	Q8N111
HGNC:43674	CEND1P1		
HGNC:43675	CEND1P2		
HGNC:1851	CENPA	"CENP-A, CenH3"	P49450
HGNC:1852	CENPB		P07199
HGNC:28272	CENPBD1	MGC16385	B2RD01
HGNC:28421	CENPBD1P1		
HGNC:1854	CENPC	"CENP-C, hcp-4, MIF2"	Q03188
HGNC:1853	CENPC~withdrawn		
HGNC:1855	CENPCP1		
HGNC:1856	CENPE	"KIF10, PPP1R61"	Q02224
HGNC:1857	CENPF	hcp-1	P49454
HGNC:17268	CENPH		Q9H3R5
HGNC:3968	CENPI	"LRPR1, CENP-I, Mis6"	Q92674
HGNC:39575	CENPIP1		
HGNC:17272	CENPJ	"CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4"	Q9HC77
HGNC:29479	CENPK	"FKSG14, SOLT, CENP-K"	Q9BS16
HGNC:17879	CENPL	"dJ383J4.3, FLJ31044"	Q8N0S6
HGNC:18352	CENPM	"Pane1, CENP-M, MGC861"	Q9NSP4
HGNC:30873	CENPN	"FLJ13607, FLJ22660, BM039"	Q96H22
HGNC:28152	CENPO	"MGC11266, CENP-O"	Q9BU64
HGNC:32933	CENPP	"RP11-19J3.3, CENP-P"	Q6IPU0
HGNC:21347	CENPQ	"FLJ10545, CENP-Q"	Q7L2Z9
HGNC:23163	CENPS	"CENP-S, FAAP16"	Q8N2Z9
HGNC:38843	CENPS-CORT		
HGNC:25787	CENPT	"FLJ13111, CENP-T"	Q96BT3
HGNC:21348	CENPU	"CENP-U, KLIP1, CENP-50, PBIP1"	Q71F23
HGNC:49889	CENPUP1		
HGNC:49890	CENPUP2		
HGNC:29920	CENPV	"p30, CENP-V"	Q7Z7K6
HGNC:31851	CENPVL1	PRR6L1	
HGNC:43879	CENPVL2		
HGNC:43880	CENPVL3		
HGNC:21488	CENPW	CUG2	Q5EE01
HGNC:11422	CENPX	"MGC14480, FAAP10, CENP-X"	A8MT69
HGNC:28209	CEP19	MGC14126	Q96LK0
HGNC:12370	CEP41	"DKFZp762H1311, FLJ22445, JBTS15"	Q9BYV8
HGNC:29356	CEP44		Q9C0F1
HGNC:1161	CEP55	"FLJ10540, CT111"	Q53EZ4
HGNC:30794	CEP57	"Translokin, TSP57, KIAA0092"	Q86XR8
HGNC:21561	CEP57L1	"bA487F23.2, MGC21731"	Q8IYX8
HGNC:23521	CEP57L1P1		
HGNC:25815	CEP63	FLJ13386	Q96MT8
HGNC:29076	CEP68		Q76N32
HGNC:29972	CEP70	"BITE, FLJ13036"	Q8NHQ1
HGNC:25547	CEP72	"KIAA1519, FLJ10565"	Q9P209
HGNC:25727	CEP76	"HsT1705, FLJ12542"	Q8TAP6
HGNC:25740	CEP78	FLJ12643	Q5JTW2
HGNC:17966	CEP83	"NY-REN-58, NPHP18"	Q9Y592
HGNC:27055	CEP83-AS1		
HGNC:25309	CEP85	DKFZP434L0117	Q6P2H3
HGNC:21638	CEP85L	"NY-BR-15, bA57K17.2"	Q5SZL2
HGNC:25907	CEP89	FLJ14640	Q96ST8
HGNC:25141	CEP95	DKFZp667E1824	Q96GE4
HGNC:26244	CEP97	FLJ23047	Q8IW35
HGNC:24866	CEP104	"GlyBP, RP1-286D6.4, CFAP256, ROC22, JBTS25"	O60308
HGNC:28514	CEP112	MGC33887	Q8N8E3
HGNC:26690	CEP120	FLJ36090	Q8N960
HGNC:29264	CEP126		Q9P2H0
HGNC:20359	CEP128		Q6ZU80
HGNC:29511	CEP131	"AZ1, KIAA1118"	Q9UPN4
HGNC:29086	CEP135	FLJ13621	Q66GS9
HGNC:29298	CEP152	"KIAA0912, SCKL5, MCPH9"	O94986
HGNC:21107	CEP162	QN1	Q5TB80
HGNC:29182	CEP164	"KIAA1052, NPHP15"	Q9UPV0
HGNC:44988	CEP164P1		
HGNC:28920	CEP170	"KAB, FAM68A"	Q5SW79
HGNC:20362	CEP170B	"FAM68C, Cep170R"	Q9Y4F5
HGNC:28364	CEP170P1	"MGC26143, FAM68B"	Q96L14
HGNC:25515	CEP192	"KIAA1569, FLJ10352, PPP1R62"	Q8TEP8
HGNC:1859	CEP250	C-NAP1	Q9BV73
HGNC:29021	CEP290	"KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3"	O15078
HGNC:29366	CEP295		Q9C0D2
HGNC:44659	CEP295NL	DDC8	Q96MC4
HGNC:24238	CEP350	"KIAA0480, CAP350"	Q5VT06
HGNC:1860	CEPA		
HGNC:1861	CEPO~withdrawn		
HGNC:24289	CEPT1		Q9Y6K0
HGNC:1862	CER1	DAND4	O95813
HGNC:23723	CERCAM	"GLT25D3, CerCAM"	Q5T4B2
HGNC:19256	CERK	"hCERK, FLJ23239, dA59H18.3, DKFZp434E0211, FLJ21430, KIAA1646, LK4, dA59H18.2"	Q8TCT0
HGNC:21699	CERKL		Q49MI3
HGNC:52664	CERNA1	LOC100129973	
HGNC:51354	CERNA2	HOST2	
HGNC:53469	CERNA3	CTA	
HGNC:14253	CERS1	"LAG1, UOG1"	P27544
HGNC:14076	CERS2	"SP260, FLJ10243"	Q96G23
HGNC:23752	CERS3	MGC27091	Q8IU89
HGNC:51431	CERS3-AS1		
HGNC:23747	CERS4	"FLJ12089, Trh1"	Q9HA82
HGNC:23749	CERS5	"Trh4, MGC45411, FLJ25304"	Q8N5B7
HGNC:23826	CERS6		Q6ZMG9
HGNC:44485	CERS6-AS1		
HGNC:1863	CES1	"HMSE, CES2, HMSE1, SES1, CEH, CES1A1, CES1A2"	P23141
HGNC:18546	CES1P1	"PCE-3, CESR, CES1A3"	Q9UKY3
HGNC:48928	CES1P2		
HGNC:1864	CES2	"CE-2, iCE, CES2A1"	O00748
HGNC:1865	CES3	"FLJ21736, ES31"	Q6UWW8
HGNC:26741	CES4A	FLJ37464	Q5XG92
HGNC:26459	CES5A	"FLJ31547, CES4C1, CES5, CAUXIN"	Q6NT32
HGNC:38516	CES5AP1		
HGNC:1866	CETN1	CEN1	Q12798
HGNC:1867	CETN2	CEN2	P41208
HGNC:1868	CETN3	CEN3	O15182
HGNC:35450	CETN4P		
HGNC:1869	CETP	BPIFF	P11597
HGNC:1870	CF~withdrawn		
HGNC:1871	CFAG~withdrawn		
HGNC:29523	CFAP20	"GTL3, fSAP23"	Q9Y6A4
HGNC:30540	CFAP36	"MGC15407, BARTL1"	Q96G28
HGNC:26684	CFAP43	"FLJ36006, bA373N18.2, FLJ22944"	Q8NDM7
HGNC:25631	CFAP44	FLJ11142	Q96MT7
HGNC:41113	CFAP44-AS1		
HGNC:17229	CFAP45	NESG1	Q9UL16
HGNC:25247	CFAP46	"DKFZp434A1721, bA288G11.4, bA288G11.5, bB137A17.2, FLJ25954, bB137A17.3"	Q8IYW2
HGNC:26708	CFAP47	"FLJ36601, RP13-11B7.1, MGC34831"	Q6ZTR5
HGNC:16053	CFAP52	"WDRPUH, FLJ37528"	Q8N1V2
HGNC:26530	CFAP53	FLJ32743	Q96M91
HGNC:26456	CFAP54	"FLJ31514, FLJ44112"	Q96N23
HGNC:26485	CFAP57	FLJ32000	Q96MR6
HGNC:26676	CFAP58	"FLJ35908, bA554P13.1"	Q5T655
HGNC:45243	CFAP58-AS1		
HGNC:15872	CFAP61	"DKFZP434K156, dJ1002M8.3, CaM-IP3"	Q8NHU2
HGNC:25325	CFAP65	"DKFZp434O0527, MGC35338"	Q6ZU64
HGNC:26107	CFAP69	"FLJ21062, FAP69"	A5D8W1
HGNC:30726	CFAP70	FLJ25765	Q5T0N1
HGNC:37100	CFAP73	MIA2	A6NFT4
HGNC:29368	CFAP74	FLJ45476	Q9C0B2
HGNC:33776	CFAP77	FLJ46082	Q6ZQR2
HGNC:29276	CFAP97	"DKFZp434F1728, hmw"	Q9P2B7
HGNC:51180	CFAP99		D6REC4
HGNC:26842	CFAP100	"FLJ40083, MIA1"	Q494V2
HGNC:32325	CFAP126	"Flattop, Fltp"	Q5VTH2
HGNC:27843	CFAP157		Q5JU67
HGNC:26782	CFAP161	FLJ38615	Q6P656
HGNC:21405	CFAP206	"FLJ25974, dJ382I10.1"	Q8IYR0
HGNC:33720	CFAP221	"FAP221, PCDP1"	Q4G0U5
HGNC:1037	CFB	H2-Bf	P00751
HGNC:18292	CFC1	CRYPTIC	P0CG37
HGNC:33983	CFC1B		P0CG36
HGNC:2771	CFD	ADN	P00746
HGNC:1872	CFD1~withdrawn		
HGNC:1873	CFDP1	"BCNT, p97, CP27, SWC5, Yeti, CENP-29"	Q9UEE9
HGNC:4883	CFH	"HUS, FHL1, ARMS1, ARMD4"	P08603
HGNC:4888	CFHR1	"H36-1, FHR1, CFHL, H36-2"	Q03591
HGNC:4889	CFHR1P~withdrawn		
HGNC:4890	CFHR2	FHR2	P36980
HGNC:16980	CFHR3	"FHR-3, HLF4, FHR3, DOWN16"	Q02985
HGNC:16979	CFHR4	"FHR-4, FHR4"	Q92496
HGNC:24668	CFHR5	"FHR5, FHR-5"	Q9BXR6
HGNC:5394	CFI	"FI, C3b-INA, KAF"	P05156
HGNC:1874	CFL1		P23528
HGNC:28560	CFL1P1	MGC35136	
HGNC:1878	CFL1P2		
HGNC:1879	CFL1P3		
HGNC:1880	CFL1P4		
HGNC:1877	CFL1P5		
HGNC:34545	CFL1P6		
HGNC:39959	CFL1P7		
HGNC:39960	CFL1P8		
HGNC:1875	CFL2	NEM7	Q9Y281
HGNC:1876	CFLAR	"CASH, Casper, CLARP, FLAME, FLIP, I-FLICE, MRIT, c-FLIP"	O15519
HGNC:14437	CFLAR-AS1		
HGNC:1881	CFM1		
HGNC:1882	CFM2		
HGNC:1883	CFNS~withdrawn		
HGNC:8864	CFP		P27918
HGNC:1884	CFTR	"MRP7, ABC35, TNR-CFTR, dJ760C5.1, CFTR/MRP"	P13569
HGNC:16182	CFTRP1	dJ760C5.1	
HGNC:51351	CFTRP2		
HGNC:51352	CFTRP3		
HGNC:1885	CGA	"HCG, GPHa, GPHA1, FSHA, LHA, TSHA"	P01215
HGNC:16721	CGB1		A6NKQ9
HGNC:16722	CGB2		Q6NT52
HGNC:1886	CGB3		P0DN86
HGNC:16452	CGB5	HCG	P0DN86
HGNC:16451	CGB7	CG-beta-a	P0DN87
HGNC:16453	CGB8		P0DN86
HGNC:1887	CGF1		
HGNC:1888	CGGBP1	"p20-CGGBP, CGGBP"	Q9UFW8
HGNC:1889	CGM1~withdrawn		
HGNC:1899	CGM2~withdrawn		
HGNC:1900	CGM6~withdrawn		
HGNC:1901	CGM7~withdrawn		
HGNC:1902	CGM8~withdrawn		
HGNC:1903	CGM9~withdrawn		
HGNC:1890	CGM10~withdrawn		
HGNC:1891	CGM11~withdrawn		
HGNC:1892	CGM12~withdrawn		
HGNC:1893	CGM13~withdrawn		
HGNC:1894	CGM14~withdrawn		
HGNC:1895	CGM15~withdrawn		
HGNC:1896	CGM16~withdrawn		
HGNC:1897	CGM17~withdrawn		
HGNC:1898	CGM18~withdrawn		
HGNC:17429	CGN	KIAA1319	Q9P2M7
HGNC:25931	CGNL1	"FLJ14957, JACOP, KIAA1749, PCING"	Q0VF96
HGNC:16962	CGREF1	CGR11	Q99674
HGNC:15528	CGRRF1	"CGR19, RNF197"	Q99675
HGNC:1905	CGS23~withdrawn		
HGNC:1906	CGT~withdrawn		
HGNC:1907	CH25H		O95992
HGNC:28680	CHAC1	MGC4504	Q9BUX1
HGNC:32363	CHAC2	GCG1	Q8WUX2
HGNC:1909	CHAD	SLRR4A	O15335
HGNC:25165	CHADL	SLRR4B	Q6NUI6
HGNC:1910	CHAF1A	"CAF1P150, CAF1B, CAF-1, CAF1, P150, MGC71229"	Q13111
HGNC:1911	CHAF1B	"CAF1P60, CAF-1, CAF1, CAF1A, MPP7, MPHOSPH7"	Q13112
HGNC:20311	CHAMP1	"CAMP, CHAMP"	Q96JM3
HGNC:1912	CHAT		P28329
HGNC:23518	CHCHD1	FLJ25854	Q96BP2
HGNC:21645	CHCHD2		Q9Y6H1
HGNC:39585	CHCHD2P1		
HGNC:39586	CHCHD2P2		
HGNC:39587	CHCHD2P3		
HGNC:39588	CHCHD2P4		
HGNC:39589	CHCHD2P5		
HGNC:39590	CHCHD2P6		
HGNC:39591	CHCHD2P7		
HGNC:39592	CHCHD2P8		
HGNC:23676	CHCHD2P9		Q5T1J5
HGNC:39593	CHCHD2P10		
HGNC:49029	CHCHD2P11		
HGNC:21906	CHCHD3	"FLJ20420, MINOS3, PPP1R22, Mic19"	Q9NX63
HGNC:44697	CHCHD3P1		
HGNC:44698	CHCHD3P2		
HGNC:44699	CHCHD3P3		
HGNC:26467	CHCHD4	"FLJ31709, TIMM40, MIA40"	Q8N4Q1
HGNC:44489	CHCHD4P1		
HGNC:44490	CHCHD4P2		
HGNC:44491	CHCHD4P3		
HGNC:44492	CHCHD4P4		
HGNC:44493	CHCHD4P5		
HGNC:17840	CHCHD5	"MGC11104, MIC14"	Q9BSY4
HGNC:28184	CHCHD6	"MGC13016, PPP1R23, CHCM1, Mic25"	Q9BRQ6
HGNC:28314	CHCHD7	"MGC2217, COX23"	Q9BUK0
HGNC:15559	CHCHD10	N27C7-4	Q8WYQ3
HGNC:1915	CHD1		O14646
HGNC:1916	CHD1L	ALC1	Q86WJ1
HGNC:1917	CHD2	"FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200"	O14647
HGNC:1918	CHD3	"Mi-2a, ZFH, Mi2-ALPHA"	Q12873
HGNC:1919	CHD4	"Mi-2b, Mi2-BETA"	Q14839
HGNC:16816	CHD5		Q8TDI0
HGNC:19057	CHD6	"KIAA1335, FLJ22369, dJ620E11.1, CHD5, RIGB"	Q8TD26
HGNC:20626	CHD7	"KIAA1416, FLJ20357, FLJ20361"	Q9P2D1
HGNC:20153	CHD8	"KIAA1564, DUPLIN"	Q9HCK8
HGNC:25701	CHD9	"FLJ12178, KIAA0308, BC022889"	Q3L8U1
HGNC:24288	CHDH		Q8NE62
HGNC:1920	CHDR~withdrawn		
HGNC:1921	CHE1~withdrawn		
HGNC:1922	CHE2~withdrawn		
HGNC:1923	CHED1~withdrawn		
HGNC:1924	CHED2~withdrawn		
HGNC:1925	CHEK1	CHK1	O14757
HGNC:16627	CHEK2	"CDS1, CHK2, HuCds1, PP1425, bA444G7"	O96017
HGNC:37999	CHEK2P1		
