Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
ANKRD20A1 ,0.158089657,4.915558326,0.520798236,0.611452548,0.957648739,-5.556625649,1.115808663,32.12107918,39.98893185,16.85114583,45.59028737,18.0676942,33.11544661,27.70300615,31.7538803,40.2188524,42.39819472,21.36828802,11
SEC61B,0.099513994,4.144838351,0.520606666,0.611582238,0.957648739,-5.556718856,1.071412471,11.89397863,16.84694983,23.76585862,17.89945621,17.89945621,18.23058827,23.66898459,16.7029467,13.98374837,21.32526128,16.18655367,11
CTAGE5,-0.053146899,1.454355006,-0.52054296,0.611625369,0.957648739,-5.556749845,-1.037525575,3.173759293,2.667369718,2.634284874,2.851275631,2.509333989,2.31791652,2.706718478,2.706718478,3.089922339,2.706718478,2.887733187,6
GSN,0.119907002,3.901334293,0.520079662,0.611939081,0.957648739,-5.556975097,1.086664813,17.40156,9.002660068,17.76408549,12.41125859,19.78196887,14.98432599,12.82778521,16.36986828,14.27038696,22.29691073,12.1200203,4
FTSJ2,0.173913861,3.643766089,0.519994659,0.611996648,0.957648739,-5.557016404,1.128114779,6.125283544,12.33536739,19.86758257,10.8040023,15.87185503,12.54740785,22.68808279,17.25266321,9.208369164,9.473601183,10.54800544,11
GRK5,-0.07224348,2.61886433,-0.519724677,0.612179506,0.957648739,-5.557147559,-1.051350328,6.171948366,7.829474656,5.350128815,7.578092763,6.352606043,4.946995957,6.010331497,6.080822618,5.826796169,5.350128815,6.697250305,10
USPL1,-0.05241216,1.457360353,-0.519722411,0.612181041,0.957648739,-5.55714866,-1.036997316,3.017002996,2.687520685,2.764546572,2.299876167,2.484039435,2.764546572,2.764546572,2.874411868,2.764546572,2.702803789,3.185307279,5
OBFC1,-0.089517416,2.186554282,-0.519595422,0.61226706,0.957648739,-5.557210328,-1.064014208,4.406123347,5.563349745,4.406123347,4.715029823,4.406123347,4.406123347,5.517665794,6.345583697,3.533864624,3.478980547,4.08720479,3
DHX29,0.086820199,1.278939668,0.519130501,0.612582035,0.957682005,-5.557435976,1.062026819,2.149230003,2.123566639,2.745528427,2.506582655,2.772211979,2.716662563,3.168362274,2.82634832,2.259341378,1.730387357,2.074371921,7
NAA50,0.085947416,2.192677448,0.518633105,0.612919101,0.957682005,-5.557677173,1.061384523,3.224257721,3.901404298,6.66936835,5.195415357,4.465985382,4.792256485,4.3764703,4.59658581,4.59658581,4.59658581,4.59658581,7
KIAA1324,0.045302638,0.654269861,0.51850657,0.613004863,0.957682005,-5.557738497,1.031899621,1.492855771,1.554097196,1.56896801,1.723614728,1.523177708,1.523177708,1.551044381,1.419704934,1.551044381,1.757548467,1.679183167,5
NR2F1-AS1,-0.148097876,2.471202032,-0.51847708,0.613024852,0.957682005,-5.557752787,-1.108107522,4.151388163,5.605055994,9.166723236,7.090445558,4.313575925,7.157278648,8.430689548,4.314847473,4.830516381,3.313728562,5.605055994,5
F8A1 ,0.055222516,4.067180549,0.518193976,0.613216758,0.957682005,-5.557889932,1.039019345,14.77385857,16.6288789,17.63613341,18.93936352,17.16600026,17.79501321,17.34047164,17.34047164,16.89948459,13.38161066,17.22582461,11
AIMP1,-0.064293556,1.105769501,-0.518172844,0.613231084,0.957682005,-5.557900166,-1.045572829,1.749813619,2.409264767,2.605917013,2.410165254,2.164110322,1.979830928,2.015418315,2.283947674,1.833491068,2.220283726,2.15793231,8
C10orf32,-0.159492166,3.046676317,-0.517695421,0.613554782,0.957682005,-5.558131275,-1.116893918,6.084721295,7.426447362,15.89111501,13.83117438,9.280323902,8.087892721,7.637614363,8.878125456,4.553641676,6.603673874,8.066652101,10
NPLOC4,-0.081282183,3.169685395,-0.517688839,0.613559246,0.957682005,-5.55813446,-1.057957874,9.264364224,10.26845325,8.661159524,8.360684111,9.663719463,8.537649604,9.264364224,12.34878838,6.264644125,9.264364224,8.300438769,5
OSTM1,-0.155852291,2.459948085,-0.517433001,0.613732742,0.957683463,-5.558258219,-1.114079581,3.916244531,5.401264302,9.96671187,8.862233475,5.337527573,7.593380249,5.061206787,5.680732865,3.406077758,3.916244531,4.815943302,10
DOCK7,-0.088903148,1.845155492,-0.517264421,0.613847078,0.957728873,-5.558339736,-1.063561271,3.377465809,4.850040963,3.238888685,3.704504006,2.820913787,3.338307422,3.735103483,4.815125358,3.868124941,3.670923283,2.724921589,11
HHLA3,0.073844612,0.858423807,0.51712054,0.613944671,0.957740689,-5.558409291,1.052517785,1.634547861,1.994977758,1.634547861,2.003300512,1.735744826,1.535939479,1.735744826,2.194010404,2.397867229,1.735744826,1.542231126,3
DHCR7,-0.107573267,4.526853964,-0.516729986,0.614209618,0.957761177,-5.558597997,-1.077414411,24.12293302,28.18389765,21.20208945,24.66542829,26.24345849,24.2138421,19.39056305,28.32066322,24.12293302,12.5930767,25.92197344,7
RSPH3,-0.119692735,3.698529437,-0.516490779,0.61437192,0.95780307,-5.558713508,-1.086503435,9.651388516,17.87961016,15.19743779,13.19205568,13.19205568,13.19205568,15.81400334,17.40748655,8.027792606,9.586725453,13.84686094,10
TFAM,-0.106759532,0.846315906,-0.515885362,0.614782792,0.957811802,-5.559005633,-1.07680688,1.847754505,2.889259206,1.279344565,2.102304976,1.929238381,1.847754505,2.014413823,1.847754505,1.479941878,1.324462261,1.699064294,3
ATP6V1H,0.116405049,1.092432249,0.514190755,0.615933573,0.958206519,-5.559821572,1.084030275,2.836335191,1.59203926,1.800525642,1.979830928,1.740109812,1.979830928,1.979830928,1.949082384,1.86801314,3.521942153,2.943334902,3
LZTR1,0.066795364,0.918547215,0.514101735,0.615994055,0.958221532,-5.559864364,1.047387552,1.756323421,2.043130053,1.70121647,2.380116452,2.115910222,1.915382121,1.915382121,1.505088962,2.12125704,1.720688386,1.776187566,7
CLASP1,-0.083858877,5.779086114,-0.514047577,0.616030852,0.958221532,-5.559890394,-1.059849105,45.42400455,73.87901143,56.01524103,59.94963177,65.94193728,57.66652848,47.51160412,62.45899567,50.34859043,41.17093231,51.94018664,10
ZBED5,-0.07347878,3.77282822,-0.513808394,0.616193375,0.958299567,-5.560005321,-1.052250926,11.92639305,13.31234269,17.97629176,12.41125859,14.3703197,13.94833574,15.39970451,15.37029176,11.52938355,10.99667566,14.60658615,10
MIR34A,-0.124255958,3.211752988,-0.512844087,0.616848831,0.958634815,-5.560468154,-1.089945469,7.200188576,13.16106685,10.12692063,10.01486174,9.814208038,9.754223627,12.06417051,9.814208038,8.494111176,9.814208038,4.753818998,5
AGO4,0.086412957,0.51998124,0.512333153,0.61719626,0.958634815,-5.560713048,1.061727074,1.40038408,1.451788855,1.272576289,1.084513629,2.001173106,1.854752997,1.362498077,1.603279634,1.181271559,1.40038408,1.40038408,3
TSC22D2,-0.188305991,2.396797714,-0.511840015,0.617531679,0.958634815,-5.56094919,-1.13942502,2.618344882,8.372764443,8.85740079,8.277348383,6.061514023,4.819101109,6.469680253,4.954752827,5.337082373,2.690070609,3.999219629,9
TMCO3,-0.091736785,3.979987337,-0.511634948,0.617671187,0.958634815,-5.561047324,-1.065652294,10.47799141,21.6828168,19.86758257,15.46189512,14.80785996,13.58974396,16.65653871,14.54724613,16.95012757,15.07687897,17.36585834,3
SLC47A1,-0.126719081,4.289820952,-0.511603934,0.617692287,0.958634815,-5.561062163,-1.09180793,15.59629193,20.83926789,27.88808568,26.15906646,18.13797487,10.88025264,21.07291902,27.43746846,16.74027491,17.58500695,20.13103987,9
PRICKLE4 ,-0.075572785,6.388760531,-0.510988779,0.618110877,0.958634815,-5.5613563,-1.053779329,78.8781631,79.21198303,105.563467,68.267976,86.21198303,94.48543094,104.0477035,87.69752106,72.37112177,67.74624627,87.13906926,11
RP5-1085F17.3,0.131193459,2.80893293,0.510916756,0.618159895,0.958634815,-5.561390716,1.095199323,4.347860458,10.10411103,6.423601447,4.510646095,6.065665005,9.089909494,9.419828878,9.336354842,6.310205589,7.066182014,7.271533753,7
RPL23AP32,-0.051178199,1.374370459,-0.510891007,0.618177421,0.958634815,-5.561403019,-1.036110734,2.816435408,2.590474219,2.580563788,2.646463285,2.238380723,2.580563788,2.559453569,3.079357761,2.299768223,2.580563788,2.641678116,6
RCHY1,-0.06112659,0.53989731,-0.51049762,0.618445193,0.958634815,-5.561590906,-1.043280133,1.470230079,1.470230079,1.559382825,1.45052375,1.611167146,1.16243797,1.599889455,1.561222374,1.470230079,1.170482918,1.558527341,3
CAPN3,-0.226874057,4.039839745,-0.510455001,0.618474207,0.958634815,-5.561611253,-1.170296474,38.375264,9.01883803,18.11949495,8.010678548,16.80648153,16.53106059,12.59779265,13.62489687,20.23430131,39.91246537,12.32034949,11
PITRM1,-0.145054524,1.060041219,-0.510271528,0.618599117,0.958634815,-5.561698828,-1.105772443,1.662483623,1.951049254,3.479827829,2.096739667,3.274332863,1.821289266,1.979830928,3.073783553,1.256228259,1.902720518,1.576782026,4
TAF13,-0.114695204,5.325236565,-0.510059739,0.618743319,0.958634815,-5.561799881,-1.082746271,39.21198303,44.21198303,44.21198303,47.73945942,47.93256206,51.59308004,44.21198303,48.80089287,23.8065759,28.66660297,32.28315873,11
ABCA17P,0.053162845,3.092710233,0.509710323,0.618981265,0.958634815,-5.561966514,1.037537042,7.873241574,8.360684111,8.703286562,8.804583097,8.360684111,7.222092778,10.28835792,9.009742032,8.005751987,8.360684111,9.216994151,10
PCDHB14,0.069619354,0.610954719,0.509698689,0.618989188,0.958634815,-5.56197206,1.049439759,1.338748898,1.523177708,1.572432108,1.200373377,2.106789688,1.523177708,1.523177708,1.67615398,1.523177708,1.505777179,1.458099528,6
OSGEPL1,0.112523444,1.07116463,0.509188461,0.619336728,0.958634815,-5.562215182,1.081117586,1.480391014,2.854035624,1.851900477,2.128779189,1.915595027,2.361553571,2.607153353,2.903431575,1.59332375,1.556578286,2.490810927,7
UNC50,-0.185566558,1.943324648,-0.50785827,0.620243228,0.958634815,-5.562847919,-1.137263498,2.494038865,2.958176513,10.20818409,2.470906462,3.999219629,4.225745206,4.310921332,4.536537437,2.329590954,3.999219629,4.751480237,7
RP4-584D14.7,0.042313319,0.719086942,0.507750855,0.620316458,0.958634815,-5.562898945,1.0297637,1.618600959,1.697144296,1.523177708,1.659934945,1.659934945,1.847754505,1.659934945,1.659934945,1.659934945,1.659934945,1.48707994,3
BICD2,0.142995009,3.479918734,0.507508789,0.620481501,0.958634815,-5.563013896,1.104195028,6.607602122,12.11561678,13.97565823,19.86758257,11.56636311,8.620045804,12.40359849,15.18460091,7.769792121,11.43570819,8.993370472,8
PNOC,-0.212464181,2.600655955,-0.507312954,0.620615039,0.958670073,-5.563106855,-1.158665542,5.067840951,9.01883803,6.73283103,5.605949494,6.931384898,2.383446156,5.217110134,17.63789863,5.045886003,6.060186216,5.098986781,4
SGSM1,0.133957587,2.396683333,0.506875533,0.620913362,0.958700076,-5.563314366,1.097299678,3.019508116,6.869285672,5.748977033,4.627547487,8.294277776,5.043827452,7.248088291,6.169997132,5.106960112,3.804245589,4.304689438,5
KIAA1731,0.091525597,2.391252528,0.506251986,0.621338744,0.958700076,-5.563609878,1.06549631,5.522834493,4.212105149,5.40432721,7.024560629,7.198323816,5.40432721,4.18768422,5.688492704,4.3764703,5.522834493,4.18768422,6
C3orf17,-0.083705421,5.033022555,-0.50608906,0.621449915,0.958700076,-5.563687035,-1.059736378,27.17936643,35.7597447,40.98412302,34.71198327,32.16807222,37.21198307,35.53664597,36.44064392,28.03789332,22.21643597,34.71198327,11
RASEF,0.215436911,6.867202495,0.505848018,0.621614407,0.958700076,-5.563801142,1.16105548,163.1665285,125.211983,56.22473928,120.0118021,144.2525226,214.0469678,56.19847011,62.40109644,217.2006618,123.9867102,136.5713006,11
EBP,-0.122162131,4.700833389,-0.505589193,0.621791056,0.958700076,-5.563923609,-1.088364746,19.48918894,33.46941198,32.43910875,26.47861586,26.47861586,23.53010913,38.12107394,30.39693094,23.11284342,14.5346916,27.09137681,10
UXT,-0.101019391,2.656061709,-0.505331314,0.621967085,0.958700076,-5.564045569,-1.072531033,6.257707061,5.568887835,8.37197331,6.257707061,6.85065293,5.844712566,10.20690598,6.257707061,5.258354578,4.757113852,5.341608418,8
GAS7,0.297212644,1.123130459,0.504309988,0.622664482,0.958936976,-5.564528005,1.22876808,2.366242404,1.436094874,1.94016384,1.331731059,1.898532402,15.91382639,1.890820645,1.39910405,1.94016384,1.94016384,1.982386987,5
DDX50,0.072134157,0.570550325,0.504111474,0.622800078,0.958947804,-5.564621667,1.051270662,1.324074009,1.32210914,1.677650645,1.478900523,1.170482918,1.523177708,1.264667177,1.869354922,1.478900523,1.620668743,1.76621445,3
FAM160B2,0.078069292,2.557324317,0.503989296,0.62288354,0.958947804,-5.564679295,1.055604417,6.063688109,7.554823979,3.956010512,6.302443492,6.063688109,6.186760712,6.639941077,5.713657166,6.220201261,5.447329591,5.335195517,8
ARCN1,-0.090620938,2.36568553,-0.503586618,0.623158654,0.958977983,-5.564869133,-1.064828387,5.195415357,5.286183091,5.717202979,5.714816689,6.870582036,4.746596765,5.217089865,5.701430401,5.087304631,4.941296243,3.115303138,6
COPB1,-0.058359522,8.203544019,-0.503329962,0.623334034,0.959016627,-5.564990055,-1.041281054,320.1014903,293.5756194,297.7562512,372.5490332,267.5382544,296.211983,274.0435503,293.8420967,278.9945089,245.6636199,320.4279553,11
KIAA2018,0.085384483,3.09960715,0.503288996,0.62336203,0.959016627,-5.56500935,1.060970456,9.082508039,8.503214695,7.167295968,11.72271258,9.01883803,9.820072031,7.555609699,10.80756018,6.649489156,7.034203041,8.36342148,4
EIF2B5,0.132723495,2.938536241,0.503142493,0.623462153,0.959016627,-5.565078342,1.096361441,4.151388163,10.62076191,8.360684111,6.001406204,8.064735574,9.842794252,9.755200671,10.90188371,6.567525277,7.303283346,6.001406204,5
MPP2,-0.067578992,2.511421321,-0.502792048,0.623701686,0.959016627,-5.565243298,-1.047956615,6.967705981,5.480831291,5.376363049,4.556898146,5.43522858,5.611825022,5.19976711,5.097676268,6.257707061,6.145959945,7.118155174,9
TMEM208,-0.09771599,2.545330113,-0.502384853,0.623980063,0.959016627,-5.565434828,-1.070078021,4.998869664,6.488487402,7.109286385,4.205056959,5.636848504,5.813012591,9.034163163,6.682232441,5.019724213,4.821233167,5.777361471,11
ZSCAN18,0.121710923,2.277766472,0.501834872,0.624356152,0.959160346,-5.565693284,1.088024409,3.447347596,5.829735587,4.7201447,3.643640257,6.866092171,7.050593128,4.504821249,5.189627108,3.098187728,5.794028688,4.965628622,4
AEBP2,0.0488626,0.67581573,0.501414116,0.624643948,0.959160346,-5.56589083,1.034449057,1.452022197,1.683330265,1.549127743,1.907389422,1.571867363,1.612627745,1.442188843,1.669431803,1.542354251,1.697417389,1.498532133,11
ATP5E,-0.12301594,7.839426195,-0.501158977,0.624818493,0.959174279,-5.566010541,-1.089009047,165.7303704,221.0202805,395.0654469,170.4626758,273.5180585,236.2558777,327.6014807,229.6771051,209.9888432,168.8133128,213.9730569,11
ZNF143,-0.116799899,1.369097089,-0.500748461,0.625099385,0.959204425,-5.566203032,-1.084327003,2.283947674,2.935317888,3.067537665,3.323738629,2.554120421,3.159363127,1.801827438,3.869580734,2.040120363,1.727070529,2.521101041,3
RP4-773N10.4,0.152959625,2.416773313,0.500741898,0.625103876,0.959204425,-5.566206108,1.111848041,3.021754324,5.476383517,7.300422677,9.006449474,6.675314922,4.064892416,7.484776871,5.476383517,5.284118861,3.193186124,4.928206438,8
TMEM260,0.043606527,0.584031241,0.500053484,0.625575056,0.959204425,-5.566528564,1.030687176,1.533930838,1.349696006,1.523177708,1.350310132,1.523177708,1.485249109,1.470230079,1.683330265,1.563818404,1.556578286,1.479900443,3
AKR1C1,0.151454247,1.213669112,0.499730372,0.625796267,0.959204425,-5.566679764,1.11068849,1.331731059,1.937253142,3.84570063,1.572847313,3.330964184,1.798955768,3.674552501,2.382918052,2.024475067,2.512123505,2.508051846,5
UFC1,-0.221732961,3.642994522,-0.499524968,0.625936911,0.959204425,-5.566775834,-1.166133501,6.257707061,14.7553494,29.52702848,8.658606379,16.09564458,13.85126102,17.57035633,18.76377168,5.439170482,8.352112095,14.67226051,7
E2F3,-0.103928942,3.696146121,-0.499199722,0.626159644,0.959204425,-5.566927878,-1.074696239,12.41960054,16.96206945,12.09555664,17.00224618,15.04980722,13.23121645,12.69249792,13.28781456,12.31104472,7.199186277,13.45027125,8
CALCB,0.373731471,6.972469672,0.499100274,0.626227756,0.959204425,-5.566974349,1.295699774,65.6887457,132.8579244,128.951086,216.0422457,193.7219852,386.6542319,93.48312162,279.8483467,99.21198303,172.3652563,15.03606022,10
ST8SIA5,0.091274898,4.153073618,0.499029163,0.626276461,0.959207718,-5.567007572,1.065311173,18.3041361,18.3041361,14.64036952,12.84450188,18.3041361,18.64642269,25.55652958,21.13075104,15.3594085,14.95767888,21.18502674,6
TMEM230,-0.077351772,5.756121689,-0.498717998,0.626489608,0.959207718,-5.567152898,-1.055079545,54.48252517,54.05516,60.25672956,47.02540222,66.21564172,61.24266517,53.70156174,65.12107394,52.28474268,37.58819341,49.41242018,11
MFAP5,0.055410684,0.410687713,0.498602133,0.626568983,0.959207718,-5.567206989,1.039154872,1.33654421,1.331731059,1.21365366,1.445099673,1.053570799,1.234951565,1.390169085,1.331731059,1.370675352,1.520669297,1.461379155,5
DUT,-0.082982951,4.921653442,-0.498375389,0.626724333,0.959256071,-5.567312809,-1.059205817,24.76302794,27.8016847,45.84834666,29.00395931,32.73264557,23.95258622,28.75891718,29.70583046,35.75959229,30.43551287,29.70583046,11
VSTM2A ,-0.098631202,0.569080053,-0.497958447,0.627010042,0.959256071,-5.567507273,-1.070757069,1.201167538,1.466033868,2.152599139,1.258446517,1.299070974,1.798713754,2.123456359,1.476519164,1.358778513,1.147627518,1.406174835,5
MYO9A,-0.064811496,5.72369911,-0.497594904,0.627259211,0.959256071,-5.567676703,-1.045948266,49.58555356,61.03397946,53.78438671,63.48580411,53.75743757,53.97813215,51.40468903,45.98919607,63.21198303,45.53144721,43.99170241,11
TESC,-0.055912783,1.423465357,-0.497538909,0.627297593,0.959256071,-5.567702789,-1.03951659,2.352984466,2.571832094,3.470393714,2.78147783,2.518035129,2.716662563,2.742871611,2.716662563,2.764546572,2.362324588,2.659165148,5
RP11-1151B14.3,0.100081776,0.441394567,0.497493315,0.627328848,0.959256071,-5.567724028,1.071834216,1.213536868,1.331731059,1.331731059,1.331731059,1.252938274,1.331731059,0.965308451,1.079970434,1.692123255,2.190629928,1.566301274,3
SRGAP2 ,0.077533664,0.396310947,0.497331219,0.627439967,0.959256071,-5.567799521,1.055212576,1.265688888,1.265688888,1.265688888,2.105428118,1.237939061,1.198193895,1.210980927,1.265688888,1.270969156,1.170482918,1.421687868,9
GRWD1,-0.101793404,2.303207526,-0.497327891,0.627442249,0.959256071,-5.56780107,-1.073106605,5.195415357,5.195415357,5.195415357,6.719363224,3.319483049,3.7206984,5.195415357,6.331028981,3.773038327,5.006263876,5.85459255,3
ELMSAN1,-0.051897179,1.217514396,-0.497111129,0.627590859,0.959282366,-5.567901985,-1.036627218,2.299768223,2.571832094,2.299768223,2.568684532,2.299768223,2.73857854,1.961009492,2.273496053,2.160845623,2.299768223,2.205867322,4
ARID4A,-0.084666305,0.287918909,-0.496788964,0.627811764,0.95934985,-5.568051892,-1.060442433,1.205520836,1.523798439,1.125959191,1.523177708,1.117609546,1.239041886,1.045000927,1.170482918,0.931936083,1.072835546,1.683611593,4
TMEM147,0.101342031,3.612293799,0.496495405,0.628013086,0.959391324,-5.568188409,1.072770917,9.988218292,10.17753405,15.43601039,11.26405173,12.86858611,10.46183137,16.37578676,17.32700164,8.513517193,12.37178527,12.86858611,10
ZNF180,0.049923742,0.439870232,0.496451468,0.628043221,0.959408694,-5.568208834,1.035210203,1.331731059,1.436094874,1.210188972,1.515193076,1.331731059,1.331731059,1.513127523,1.322744832,1.200373377,1.515193076,1.263763043,3
EBLN3,0.221338746,2.786407968,0.496402075,0.628077099,0.959408694,-5.568231794,1.1658149,6.704231523,7.080072842,4.950131426,15.03775393,6.555665726,14.82393422,8.705731302,7.965945469,2.896776546,3.393501114,7.200188576,11
USP33,-0.123861409,5.14672611,-0.496244415,0.628185239,0.959437488,-5.568305067,-1.089647431,26.45809352,38.74572889,52.30289212,28.32324593,50.58064663,43.31001661,37.75331112,45.21260717,30.73566568,24.30271618,25.99994618,11
TAF9B,-0.120955159,1.581313265,-0.495448908,0.628731025,0.959437488,-5.56867444,-1.087454591,2.234426091,3.357639946,4.28855048,2.257087937,3.545283022,3.356795232,2.583878833,2.37840292,2.299768223,2.854361955,4.941563803,4
TALDO1,-0.132561871,4.366384558,-0.495013095,0.629030127,0.959437488,-5.568876557,-1.096238623,16.99217158,19.39690946,32.53287331,23.36155448,29.6173416,22.82440902,23.73059993,24.93995972,14.68757705,15.84933778,12.32034949,8
FAM178A,-0.065611749,1.639956724,-0.494710903,0.629237563,0.959475086,-5.569016605,-1.046528607,3.249593263,3.115303138,3.302117305,3.34713122,3.638807002,2.949462099,3.550836416,3.202995057,2.228937903,2.840901717,3.115303138,3
TUBBP5,-0.068941323,0.311309972,-0.493899869,0.629794452,0.95975282,-5.569392067,-1.048946664,1.273962373,1.306495372,1.273962373,1.16252234,1.273962373,1.273962373,1.038079605,0.942373821,1.437709734,1.199688134,1.590453586,3
FHDC1,0.084592079,2.234991696,0.493620502,0.629986331,0.959855708,-5.569521261,1.060387875,3.377465809,4.807227919,5.653969817,5.954785476,3.342646584,4.807227919,4.807227919,5.364455386,4.807227919,4.807227919,4.807227919,6
PHF5A,0.074077622,1.796129454,0.493560261,0.63002771,0.959855708,-5.56954911,1.052687792,3.543844146,3.543844146,2.981698006,4.447728022,3.93943647,4.288307571,2.716662563,3.637797323,2.923258687,3.276998554,3.327272968,6
CKLF,0.069423103,1.997174429,0.493340681,0.63017855,0.959884356,-5.569650594,1.049297013,3.779817104,3.892964354,3.892964354,3.475731998,5.215112029,4.687715586,4.061472807,4.271513462,4.236284311,3.043188956,3.770694423,4
AP2S1,-0.159188527,3.96918879,-0.493135761,0.630319335,0.959897216,-5.569745264,-1.116658874,10.81807914,21.0240938,21.48924109,13.8956214,19.81612631,23.60149152,25.03733563,15.61653005,9.814208038,12.70602308,8.981140151,9
PKD2,0.082430652,0.953688733,0.492806783,0.630545382,0.959897216,-5.569897167,1.058800405,1.400314326,2.078102474,2.204115772,2.706718478,1.979830928,1.848912141,1.617561808,2.121661925,1.983437092,1.623704006,2.048336707,3
C11orf83,-0.12529986,2.120322887,-0.492385174,0.630835134,0.959953567,-5.570091701,-1.090734415,2.716662563,5.636913083,6.487260949,4.168485007,4.512317878,4.168485007,4.370383704,6.848430624,3.048093456,3.800449979,3.88705046,8
NOLC1,-0.082096758,5.317497146,-0.492187104,0.63097128,0.959989187,-5.570183037,-1.058555387,30.85808279,46.04444527,50.53040695,34.79694859,37.16611556,47.37866586,51.4847103,35.27903562,39.35551377,32.76508329,39.35551377,11
FCF1 ,-0.108810893,1.381037831,-0.49215418,0.630993912,0.959989187,-5.570198216,-1.078339075,2.283947674,4.021152495,2.267936792,3.231543293,2.381426105,2.775926374,3.816584515,2.536993012,2.053561539,1.982882135,2.132801748,10
BCAT2,0.084393667,0.778603027,0.492115354,0.631020602,0.959989187,-5.570216114,1.060242051,1.561051511,1.802430703,1.579223656,2.294555488,1.097429615,1.683330265,1.923444545,1.910729592,1.702982732,1.702982732,1.886027895,3
LINC00900,0.069329286,0.875951771,0.49173697,0.631280738,0.960126447,-5.570390476,1.04922878,1.790267421,1.736570769,1.790267421,1.979830928,1.745688029,1.555282861,2.481187243,1.790267421,1.453510252,2.073095357,1.986177613,3
BOD1L1,-0.109209561,2.751666745,-0.491414019,0.631502805,0.960126447,-5.570539192,-1.0786371,5.92442916,7.275157566,8.360684111,7.802092429,5.190928162,6.343056527,9.210835719,10.07866276,5.11062019,4.965414768,5.930072495,4
MRPS26,-0.103543574,2.03762357,-0.491175039,0.631667156,0.960126447,-5.57064918,-1.074409208,2.927046452,5.205908419,5.311754208,3.995823765,4.59658581,4.787142765,4.406630935,5.255907627,2.805441056,3.46440291,3.488010852,8
GLT8D1,-0.097557691,3.610762301,-0.490970593,0.631807773,0.960126447,-5.570743233,-1.069960614,17.44589392,10.0104692,12.09959405,11.87917649,14.06473536,11.1442422,13.85314689,16.52553546,8.437390226,10.24510362,11.61742787,10
ZNF280B,-0.102684373,2.487592891,-0.490723265,0.631977905,0.960229679,-5.570856963,-1.073769531,3.860308083,9.334920685,5.717813451,7.109286385,5.897612492,5.717813451,4.733922905,5.509109396,4.760816554,5.717813451,4.924158663,5
ECHS1,-0.114795521,4.823036906,-0.489506511,0.632815203,0.960287849,-5.571415672,-1.082821562,21.65942297,33.99135434,36.64526339,20.39419535,35.51576635,25.66723221,39.21198303,37.42976053,27.6360504,22.4422936,20.47139758,11
TMEM87B,0.102031716,0.508486344,0.489250502,0.63299144,0.960303947,-5.571533057,1.073283881,1.425807954,1.200373377,1.441510634,2.647751404,1.543858829,1.138796823,1.157244804,1.342905313,1.507853379,1.339383731,1.339383731,5
BBS2,0.118901359,2.707754689,0.489179013,0.633040658,0.960336783,-5.571565826,1.085907607,4.094120203,8.032971146,7.082976557,6.183889204,6.88358852,8.688489687,6.636369807,10.53467243,5.284118861,4.701211848,6.183889204,11
SGPP1,-0.091883989,2.369418584,-0.488620263,0.633425398,0.960383315,-5.571821782,-1.065761032,4.461031655,7.438997237,4.777461886,7.3518609,4.917063458,5.300302488,3.735103483,4.917063458,5.048258184,4.532426763,5.494083291,8
OGFOD3,0.115707314,2.219752699,0.488256294,0.633676078,0.960412704,-5.571988361,1.083506129,3.467439777,4.018545813,6.089236805,4.904017524,4.254606723,4.586723063,8.016099308,5.243169599,3.311290486,3.651110822,5.429997597,9
SLC17A9,0.080340443,1.583540907,0.487920883,0.63390713,0.960612672,-5.572141764,1.057267502,3.558939414,2.185594925,3.064944755,3.146722139,3.064944755,3.043188956,3.064944755,2.192612043,3.099069508,3.923423038,3.064944755,3
ARNT,-0.048641133,0.911300244,-0.485323365,0.635697818,0.960868326,-5.573326339,-1.034290272,1.90482902,1.90482902,1.973427928,1.586015635,1.90482902,1.90482902,1.65527659,2.152618123,2.031137596,1.90482902,1.833285718,6
PLSCR4,0.141649471,2.900181906,0.485185346,0.635793033,0.960875316,-5.573389111,1.103165673,7.421553248,4.146592753,10.91200877,11.1795794,7.438961715,8.78722079,4.572395127,6.423011238,7.563595045,6.763524213,10.88416792,8
PLRG1,-0.097882417,1.180234533,-0.484686022,0.636137557,0.960949148,-5.573616066,-1.070201471,2.156575007,1.778107681,3.519036909,2.369764332,1.7244839,2.383446156,2.491044351,3.064443769,1.929613949,2.191325005,1.907741485,5
TMA16,-0.075089826,0.527256941,-0.484477816,0.636281243,0.960949148,-5.573710635,-1.053426623,1.247987279,1.764079615,1.523177708,1.173992838,1.437836207,1.395614195,1.395614195,2.074803414,1.257955285,1.367652236,1.415530816,5
TMEM165,0.087658541,2.297806346,0.484473782,0.636284026,0.960949148,-5.573712467,1.062644136,3.782780611,4.398717071,6.257707061,6.779271234,5.463461607,4.401923326,4.216083992,5.433107372,4.803377269,5.666683834,3.838097154,6
GZF1,-0.114065062,3.090717047,-0.484265832,0.63642755,0.960977304,-5.573806879,-1.082273452,7.90143379,8.207448132,11.32918497,11.71674414,6.257707061,9.433419485,7.896891135,12.04948747,5.075414705,8.360684111,8.360684111,11
